area_type,availability,location,size,society,total_sqft,bath,balcony,price,latitude,longitude,hospital_distance_km,hospital_time_min,playground_distance_km,playground_time_min,kindergarten_distance_km,kindergarten_time_min,metro_distance_km,metro_time_min,busstop_distance_km,busstop_time_min,office_distance_km,office_time_min,school_distance_km,school_time_min,college_distance_km,college_time_min
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Vangsld,1291,2.0,3.0,49.0,12.9806,77.6036,3.89,4,2.93,9,1.11,8,4.46,23,1.55,2,7.01,31,4.96,7,6.65,29
Built-up  Area,Ready To Move,Chikkasandra,2 BHK,GrrvaGr,1070,2.0,2.0,42.0,12.9766,77.5996,4.85,4,1.97,3,2.3,8,4.78,21,1.92,4,8.84,43,3.81,3,1.02,27
Super built-up  Area,Ready To Move,Varthur,2 BHK,Soamsay,1012,2.0,1.0,66.5,12.9746,77.5976,3.8,5,0.81,9,2.27,5,5.49,22,1.93,4,8.38,42,0.37,9,6.48,22
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,GrrvaGr,1260,2.0,3.0,57.6,13.0046,77.6276,4.73,9,2.84,6,3.74,6,5.63,19,1.51,1,11.84,39,1.35,13,9.75,19
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Maantr ,1282,2.0,2.0,72.0,13.0016,77.6246,1.94,8,2.97,4,1.01,6,5.91,23,0.77,7,2.96,33,0.69,13,8.86,31
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843,3.0,2.0,92.15,12.9856,77.6086,0.45,14,0.19,8,0.93,8,1.53,10,1.16,3,6.17,22,3.54,10,6.57,10
Plot  Area,Ready To Move,Bharath Housing Society Layout,4 Bedroom,GrrvaGr,2400,3.0,2.0,200.0,12.9826,77.6056,4.83,4,2.87,2,3.41,4,2.46,16,0.23,2,11.87,37,3.42,7,2.19,23
Built-up  Area,Ready To Move,Chikka Tirupathi,5 Bedroom,Theanmp,3356,5.0,2.0,105.0,12.9836,77.6066,2.83,2,0.86,8,1.55,11,0.68,22,0.84,3,8.79,34,1.52,7,1.73,30
Super built-up  Area,19-Mar,Hebbal,4 BHK,Raard B,2790,5.0,3.0,198.0,12.9846,77.6076,3.9,7,2.23,1,1.65,5,1.64,13,1.25,4,2.99,13,0.57,7,3.1,32
Super built-up  Area,Ready To Move,EPIP Zone,2 BHK,BrontLa,1330,2.0,1.0,86.98,12.9726,77.5956,2.85,2,0.91,3,0.87,9,7.24,24,0.91,3,1.89,28,2.35,8,7.22,18
Super built-up  Area,Ready To Move,Konanakunte,3 BHK,A rtsai,1400,2.0,1.0,73.0,12.9836,77.6066,3.85,6,1.42,3,1.19,8,1.54,8,1.96,4,10.49,17,3.57,9,2.44,21
Built-up  Area,18-Dec,Whitefield,2 BHK,GrrvaGr,1192,2.0,1.0,71.0,13.0206,77.6436,0.49,14,0.88,8,3.5,7,6.47,18,0.36,1,3.1,36,2.44,3,8.9,30
Built-up  Area,Ready To Move,3rd Block Jayanagar,2 BHK,GrrvaGr,1000,2.0,1.0,130.0,12.9736,77.5966,0.52,5,2.19,7,0.37,11,6.15,22,1.33,5,11.86,22,1.83,7,4.1,28
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1297,2.0,2.0,103.0,12.9716,77.5946,4.62,7,2.43,1,2.43,9,7.4,9,1.09,5,8.9,25,2.0,3,7.4,15
Super built-up  Area,19-Jul,Sarjapur  Road,1 BHK,Sasta S,580 - 650,1.0,0.0,17.835,13.0016,77.6246,2.29,3,2.22,3,3.22,10,1.78,21,0.44,3,2.35,15,3.57,12,9.82,26
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saahaat,1490,3.0,2.0,100.0,12.9886,77.6116,1.64,3,2.88,2,3.64,8,7.49,17,0.55,2,11.83,43,4.19,13,7.77,12
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,MJeusyl,1373,3.0,2.0,72.0,13.0136,77.6366,4.59,13,0.52,6,2.65,3,2.75,6,1.25,6,3.81,42,2.07,7,2.37,32
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,GrrvaGr,1035,2.0,1.0,41.39,13.0116,77.6346,4.99,6,1.78,8,0.58,6,4.58,16,0.54,4,4.84,16,4.53,3,5.77,31
Plot  Area,Ready To Move,Kadugodi,4 Bedroom,GrrvaGr,3750,4.0,0.0,210.0,13.0006,77.6236,3.15,2,2.84,1,2.24,4,0.77,24,1.39,6,14.1,21,3.92,6,3.85,33
Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,GrrvaGr,1010,2.0,1.0,40.39,12.9856,77.6086,2.89,13,1.44,7,2.49,9,2.5,20,1.37,4,2.72,28,2.45,7,3.49,34
Built-up  Area,Ready To Move,Sarjapur,2 BHK,GrrvaGr,1195,2.0,1.0,42.0,12.9736,77.5966,4.6,4,2.68,7,1.54,7,1.79,6,0.99,3,6.95,41,0.79,14,3.32,29
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,Klort C,1750,3.0,2.0,95.0,12.9996,77.6226,1.06,11,0.13,7,3.21,7,7.96,11,1.57,1,6.68,33,3.43,11,2.96,18
Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,A idse ,1052,2.0,2.0,50.0,12.9976,77.6206,3.24,14,2.84,3,2.18,11,0.58,19,1.87,3,7.69,36,1.06,5,8.55,23
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,GrrvaGr,1180,2.0,2.0,58.0,12.9736,77.5966,4.07,7,0.25,2,0.33,6,3.15,11,1.54,5,3.97,13,4.11,7,8.71,29
Built-up  Area,Ready To Move,Padmanabhanagar,5 Bedroom,GrrvaGr,3680,4.0,2.0,440.0,12.9736,77.5966,3.75,2,0.27,1,3.75,5,2.85,9,1.97,5,4.42,27,1.37,13,8.73,34
Built-up  Area,Ready To Move,Hormavu,3 BHK,GrrvaGr,2100,3.0,2.0,73.0,13.0126,77.6356,3.79,12,1.15,2,2.72,3,6.58,16,1.68,7,13.76,36,1.61,3,1.3,10
Built-up  Area,18-Mar,Hoodi,4 Bedroom,GrrvaGr,2863,4.0,1.0,140.0,13.0186,77.6416,4.06,12,2.53,4,3.8,7,6.36,6,1.32,4,5.99,25,2.94,5,7.07,27
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1128,2.0,2.0,38.24,12.9956,77.6186,1.22,3,0.35,4,2.52,5,6.7,19,0.22,4,7.42,30,4.15,14,7.05,29
Built-up  Area,Ready To Move,Ulsoor,3 BHK,GrrvaGr,2700,3.0,1.0,450.0,12.9756,77.5986,2.87,3,2.79,9,2.76,8,7.83,6,1.72,7,1.2,20,4.53,10,7.23,28
Super built-up  Area,18-Jul,JP Nagar,2 BHK,DSvvyx ,1120,2.0,2.0,33.6,13.0136,77.6366,0.73,11,0.75,6,0.74,10,3.04,23,0.86,6,3.53,29,3.8,8,3.56,24
Built-up  Area,Ready To Move,HSR Layout,3 BHK,GrrvaGr,2424,3.0,2.0,90.0,12.9996,77.6226,0.64,10,0.24,8,0.23,4,1.67,7,1.86,7,12.85,28,4.53,5,2.73,10
Built-up  Area,Ready To Move,Manjunatha Layout,2 BHK,GrrvaGr,1300,2.0,1.0,60.0,13.0026,77.6256,4.13,14,1.73,3,0.65,3,7.63,15,0.92,3,13.62,11,3.81,9,5.73,21
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,SPavenc,1090,2.0,2.0,32.69,12.9896,77.6126,4.1,8,2.5,6,0.99,6,7.5,5,1.13,7,13.94,12,3.87,3,5.56,19
Built-up  Area,Ready To Move,Yelahanka,3 Bedroom,GrrvaGr,2710,3.0,1.0,251.0,13.0156,77.6386,1.08,3,2.92,2,2.3,11,5.23,22,1.27,5,10.04,28,2.16,11,7.31,30
Plot  Area,Ready To Move,Konanakunte Cross,2 Bedroom,GrrvaGr,3040,1.0,1.0,180.0,12.9746,77.5976,2.91,14,0.79,8,1.14,6,7.97,18,0.53,4,11.21,34,0.85,9,4.35,19
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1330,2.0,2.0,46.55,12.9906,77.6136,0.39,2,2.56,1,2.01,6,7.94,19,1.66,1,3.3,23,0.86,12,2.02,10
Super built-up  Area,18-Jul,Hosur Road,3 BHK,PuendWe,1427,2.0,1.0,80.63,13.0016,77.6246,1.98,14,0.51,3,3.34,7,4.73,23,0.1,5,11.62,24,2.25,9,3.1,33
Super built-up  Area,18-Aug,Banjara Layout,3 BHK,GrrvaGr,1294,2.0,2.0,48.0,12.9996,77.6226,0.91,2,2.27,6,2.38,4,1.15,24,1.04,2,14.15,43,1.6,4,2.87,21
Built-up  Area,Ready To Move,Begur,3 BHK,Vantspa,1580,3.0,2.0,75.0,13.0206,77.6436,1.99,12,0.19,6,2.33,4,0.62,11,0.4,3,3.58,19,2.73,12,3.62,24
Plot  Area,Ready To Move,Uttarahalli,5 Bedroom,GrrvaGr,400,5.0,1.0,200.0,12.9906,77.6136,2.98,10,1.23,7,3.81,4,2.41,5,1.2,4,4.02,29,1.28,13,8.15,34
Plot  Area,Ready To Move,Chikka Tirupathi,3 Bedroom,FiriaVi,1808,4.0,2.0,80.27,12.9836,77.6066,4.06,6,2.45,3,1.41,9,4.36,23,0.72,7,14.05,14,2.88,11,3.58,29
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3516,4.0,3.0,540.0,12.9766,77.5996,2.66,9,0.47,8,3.16,9,5.95,23,0.37,7,1.83,22,2.43,12,3.47,33
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2.0,2.0,47.0,12.9826,77.6056,4.67,6,1.84,7,3.51,11,3.04,14,0.66,7,7.19,25,2.55,9,3.13,26
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,46.0,12.9856,77.6086,0.69,3,2.51,6,3.44,11,2.94,8,1.18,1,7.47,12,1.26,6,7.29,30
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,3 BHK,GrrvaGr,1310,2.0,3.0,50.0,12.9926,77.6156,2.79,12,0.7,8,1.85,4,3.34,13,1.84,1,5.41,18,2.44,12,3.06,13
Super built-up  Area,21-Oct,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,46.0,12.9856,77.6086,4.55,13,2.43,5,2.34,6,3.21,8,0.55,5,4.97,28,0.49,9,6.27,25
Built-up  Area,Ready To Move,Singasandra,4 Bedroom,GrrvaGr,3850,6.0,3.0,195.0,12.9716,77.5946,1.32,2,0.99,6,1.83,9,5.51,7,1.11,1,11.11,13,3.96,13,7.16,21
Plot  Area,Ready To Move,Kogilu,7 Bedroom,GrrvaGr,925,7.0,3.0,88.0,13.0066,77.6296,3.9,13,1.27,6,0.48,6,1.69,13,0.35,1,13.23,38,0.97,5,6.11,14
Super built-up  Area,16-Dec,Yelachenahalli,2 BHK,GrrvaGr,2400,1.0,1.0,150.0,12.9886,77.6116,1.42,8,2.28,3,3.69,4,3.03,19,0.66,3,4.75,42,3.13,13,9.48,13
Super built-up  Area,Ready To Move,Koramangala,2 BHK,GrrvaGr,1290,2.0,3.0,100.0,13.0136,77.6366,4.89,8,2.49,2,2.96,5,5.08,16,0.73,2,9.04,40,3.34,3,2.01,28
Built-up  Area,Ready To Move,Yelahanka,6 Bedroom,GrrvaGr,3770,6.0,3.0,110.0,13.0156,77.6386,3.83,10,0.98,7,3.27,8,5.87,20,0.49,7,3.26,11,2.1,12,8.38,31
Super built-up  Area,Ready To Move,Lakshmi Layout,3 BHK,Cemesti,1390,3.0,1.0,120.0,12.9806,77.6036,3.34,7,0.74,6,1.08,6,0.88,21,1.23,1,1.42,38,1.79,7,5.72,34
Plot  Area,Ready To Move,Tavarekere,4 Bedroom,GrrvaGr,1200,4.0,2.0,72.0,13.0116,77.6346,4.39,7,1.72,2,2.41,6,6.55,13,0.69,7,1.78,44,3.37,9,3.09,25
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,33.0,12.9926,77.6156,3.02,2,1.77,4,0.76,9,4.35,21,1.27,5,8.11,20,1.6,11,4.3,34
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Niareum,1537,3.0,3.0,120.0,13.0156,77.6386,1.6,12,0.36,3,3.11,11,7.99,11,0.3,5,5.8,13,1.57,12,8.96,25
Super built-up  Area,Ready To Move,Immadihalli,2 BHK,GrrvaGr,1135,2.0,2.0,68.0,12.9776,77.6006,1.73,3,1.75,3,1.01,9,6.34,16,0.13,2,13.04,24,2.54,8,6.96,26
Super built-up  Area,19-Dec,Hoodi,3 BHK,Caycend,1512,3.0,2.0,75.77,13.0186,77.6416,3.03,4,1.94,8,2.26,11,1.04,22,1.04,4,6.38,23,4.63,8,4.35,22
Super built-up  Area,Ready To Move,Srinivasa Nagar,2 BHK,GrrvaGr,900,2.0,1.0,55.0,12.9986,77.6216,2.73,13,0.39,2,1.67,8,5.55,6,0.22,2,9.34,24,3.14,12,3.34,11
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1230,3.0,3.0,54.0,13.0106,77.6336,4.56,13,2.47,7,3.63,3,5.66,13,0.85,6,3.31,26,0.47,13,9.64,14
Super built-up  Area,18-Apr,Thirumenahalli,3 BHK,MNtha A,1378,2.0,3.0,42.33,12.9926,77.6156,2.8,2,1.55,2,1.94,7,1.49,18,0.86,7,5.47,39,4.93,7,7.06,26
Super built-up  Area,17-Oct,Whitefield,2 BHK,Asarqz ,1277,2.0,1.0,61.3,13.0206,77.6436,2.65,11,1.84,7,1.36,6,4.06,11,1.69,1,6.53,31,3.96,8,9.8,20
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1985,4.0,2.0,189.0,12.9846,77.6076,2.35,6,1.6,9,0.27,4,7.32,9,1.61,1,9.03,10,3.67,4,4.4,24
Plot  Area,Ready To Move,Kengeri,5 Bedroom,GrrvaGr,8000,5.0,2.0,500.0,12.9976,77.6206,0.82,14,1.5,9,2.58,6,4.27,6,0.62,1,7.64,38,1.41,6,2.44,28
Super built-up  Area,Ready To Move,KPC Layout,2 BHK,SVmesVi,1210,2.0,2.0,62.0,12.9786,77.6016,0.78,11,0.97,4,2.12,9,2.33,6,0.55,1,4.37,12,1.09,8,6.61,13
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrrvaGr,890,2.0,2.0,40.0,13.0156,77.6386,3.41,9,1.16,5,2.76,7,7.21,15,1.49,6,2.28,32,2.02,11,2.58,12
Plot  Area,Ready To Move,JP Nagar,9 Bedroom,GrrvaGr,2550,9.0,0.0,360.0,13.0136,77.6366,2.4,7,2.16,8,2.41,10,5.01,24,1.38,5,9.94,22,1.56,13,2.86,30
Plot  Area,Ready To Move,Sarjapur,4 Bedroom,GrrvaGr,1200,5.0,2.0,110.0,12.9736,77.5966,2.82,9,1.93,7,3.08,4,3.67,6,0.47,2,13.19,39,1.44,5,2.53,18
Built-up  Area,Ready To Move,Ardendale,4 BHK,AWharde,3198,4.0,3.0,200.0,12.9836,77.6066,4.65,9,1.86,4,0.63,5,4.51,24,1.82,7,4.58,30,1.21,6,4.12,24
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3 BHK,GrrvaGr,1464,3.0,2.0,56.0,12.9846,77.6076,3.96,10,2.43,2,0.32,8,7.43,14,1.93,2,1.34,16,1.32,11,3.65,32
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2483,5.0,2.0,215.0,12.9846,77.6076,2.02,9,1.66,2,1.36,5,2.08,19,1.83,7,7.7,32,4.01,10,2.66,29
Plot  Area,Ready To Move,Begur,4 Bedroom,GrrvaGr,1550,4.0,2.0,130.0,13.0206,77.6436,3.93,6,0.97,6,3.45,7,5.83,11,0.43,2,4.4,36,4.0,6,5.49,17
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Vaunei ,4111,4.0,1.0,310.0,13.0016,77.6246,4.87,7,1.82,9,3.83,8,4.39,21,1.58,6,8.47,35,0.84,5,2.29,32
Super built-up  Area,Ready To Move,Electronic City,2 BHK,SNncypa,975,2.0,2.0,37.5,12.9836,77.6066,0.98,7,2.36,2,1.1,6,6.55,15,1.66,6,3.94,29,4.12,8,6.28,15
Super built-up  Area,Ready To Move,Nandi Durga Road,3 BHK,GrrvaGr,2500,3.0,1.0,250.0,12.9886,77.6116,4.5,10,2.66,5,1.53,8,7.77,14,1.32,2,10.1,13,0.8,4,9.18,32
Super built-up  Area,Ready To Move,Rajiv Nagar,3 BHK,PuoodSk,1690,3.0,1.0,125.0,12.9846,77.6076,1.9,7,1.53,3,3.88,4,1.79,13,1.74,3,14.65,26,2.53,13,5.14,34
Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1063,2.0,1.0,31.89,13.0086,77.6316,3.73,4,1.14,4,1.39,4,5.55,9,1.09,5,10.19,30,4.21,4,8.1,21
Plot  Area,Ready To Move,Cooke Town,3 Bedroom,GrrvaGr,2572,3.0,3.0,390.0,13.0036,77.6266,3.46,5,2.56,2,2.57,11,6.8,20,0.19,7,5.31,31,2.41,5,5.02,19
Carpet  Area,Ready To Move,Kumara Park,3 BHK,GrrvaGr,2200,4.0,2.0,350.0,13.0166,77.6396,3.59,11,1.32,6,1.1,7,0.75,6,0.84,3,13.34,27,2.37,8,1.98,29
Built-up  Area,Ready To Move,Daadys Gaarden Layout,3 BHK,InockHo,1600,3.0,0.0,80.0,12.9986,77.6216,4.48,4,2.9,2,3.47,10,0.85,22,0.29,7,12.77,38,3.12,13,6.56,22
Super built-up  Area,18-May,Maruthi Nagar,3 BHK,GrrvaGr,1250,3.0,1.0,39.5,13.0066,77.6296,3.23,9,1.35,3,2.93,6,1.71,20,1.7,5,6.93,39,3.29,3,1.81,22
Super built-up  Area,Ready To Move,Bommanahalli,1 BHK,Prtusth,520,1.0,0.0,19.5,12.9996,77.6226,1.12,8,2.96,9,0.84,5,7.53,13,0.88,6,12.96,38,4.25,5,6.53,33
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,4000,5.0,2.0,212.0,13.0086,77.6316,3.41,14,0.38,6,2.29,5,4.58,6,0.25,3,9.02,40,4.85,4,4.59,23
Built-up  Area,Ready To Move,Munnekollal,3 BHK,Keids O,1390,3.0,2.0,68.0,12.9986,77.6216,1.82,9,1.1,6,1.93,10,7.39,15,1.91,6,9.29,14,1.18,12,4.31,34
Super built-up  Area,18-May,Whitefield,2 BHK,SSdhimr,1185,2.0,2.0,40.0,13.0206,77.6436,4.78,7,0.91,1,3.13,11,0.73,5,1.94,3,7.17,36,0.77,10,7.87,28
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,KVersuj,1219,2.0,2.0,48.0,12.9726,77.5956,1.7,12,2.98,5,2.97,6,4.81,21,1.45,6,12.97,31,3.11,9,3.49,20
Super built-up  Area,18-Dec,Kudlu Gate,3 BHK,Sanzaat,1564,2.0,1.0,92.0,13.0016,77.6246,1.36,4,2.59,7,2.83,8,4.6,12,1.87,5,9.37,26,3.58,10,9.42,18
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,DSndsod,3425 - 3435,6.0,0.0,228.5,13.0016,77.6246,0.27,6,2.24,5,2.88,4,1.84,23,0.57,4,2.08,29,4.65,3,6.74,33
Super built-up  Area,Ready To Move,Hosa Road,2 BHK,Sancei ,1100,2.0,2.0,37.1,13.0086,77.6316,4.34,4,2.76,9,3.59,11,4.01,19,0.39,3,7.93,15,4.09,11,6.18,26
Built-up  Area,Ready To Move,Kothannur,3 BHK,Esale O,1300,2.0,0.0,60.0,12.9836,77.6066,4.6,11,2.76,9,3.13,9,6.13,11,0.23,1,7.28,27,1.47,10,8.66,24
Plot  Area,Ready To Move,Chikkabanavar,3 Bedroom,GrrvaGr,1600,2.0,0.0,80.0,13.0136,77.6366,0.52,14,0.68,2,2.32,9,2.25,8,0.66,2,11.76,22,3.6,12,6.86,33
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 Bedroom,GrrvaGr,1600,3.0,2.0,75.0,13.0046,77.6276,2.19,6,1.09,8,3.56,11,5.13,24,1.68,6,14.78,40,3.01,13,1.21,17
Super built-up  Area,19-Mar,Hennur Road,3 BHK,Puachal,1482,2.0,1.0,92.0,12.9796,77.6026,2.21,10,0.24,9,1.54,5,1.09,20,1.33,7,6.8,36,1.01,8,3.42,31
Plot  Area,18-May,Marsur,3 Bedroom,MGave E,1000,4.0,3.0,66.0,12.9786,77.6016,4.04,6,0.99,4,3.52,10,5.28,5,0.22,1,9.42,35,3.95,3,4.42,10
Super built-up  Area,Ready To Move,Shampura,2 BHK,GrrvaGr,1200,2.0,3.0,53.0,13.0206,77.6436,1.85,7,2.17,2,2.52,9,2.65,24,0.65,2,11.98,34,1.45,7,9.14,20
Plot  Area,Ready To Move,Gubbalala,3 Bedroom,GrrvaGr,600,3.0,2.0,75.0,12.9936,77.6166,1.85,8,2.17,9,3.31,10,6.1,11,0.23,5,12.45,14,3.42,5,7.06,26
Super built-up  Area,Ready To Move,Kengeri,2 BHK,GrrvaGr,1200,2.0,0.0,58.0,12.9976,77.6206,1.79,14,1.39,4,2.88,7,3.07,24,0.28,4,8.05,42,3.32,5,2.75,24
Plot  Area,Ready To Move,Kereguddadahalli,6 Bedroom,GrrvaGr,600,4.0,0.0,60.0,13.0136,77.6366,2.26,13,0.59,2,1.29,7,7.47,19,1.15,2,8.52,24,0.59,11,9.0,34
Built-up  Area,Ready To Move,Nagarbhavi,3 Bedroom,GrrvaGr,2400,3.0,0.0,160.0,13.0176,77.6406,3.28,2,0.23,4,3.98,5,4.28,12,0.72,6,4.35,42,2.4,9,6.07,18
Super built-up  Area,19-Dec,Marathahalli,3 BHK,PrensKe,1469,3.0,1.0,89.0,13.0086,77.6316,4.85,9,0.82,6,1.28,10,3.41,15,1.1,6,14.83,21,4.73,4,2.74,30
Super built-up  Area,22-Mar,Kanakapura,1 BHK,GrrvaGr,551,1.0,1.0,30.0,12.9896,77.6126,2.74,3,0.34,5,2.27,4,5.75,10,0.78,3,4.15,30,2.74,13,7.54,20
Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,GrrvaGr,1160,2.0,1.0,52.0,13.0066,77.6296,2.07,9,2.97,6,1.26,10,1.04,16,1.5,2,5.18,11,4.58,9,1.39,31
Super built-up  Area,Ready To Move,Balagere,2 BHK,Soresea,1205,2.0,1.0,78.5,13.0086,77.6316,0.28,12,0.52,8,1.95,8,6.26,6,0.19,5,6.54,32,3.74,8,5.64,31
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,GrrvaGr,1550,2.0,3.0,52.0,12.9756,77.5986,0.97,5,2.46,9,2.53,11,7.96,8,0.93,6,5.86,36,1.47,9,2.68,34
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745,3.0,2.0,125.0,12.9936,77.6166,4.75,2,1.18,8,1.03,6,4.05,7,0.57,7,9.02,22,2.85,12,7.9,26
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Kamesar,1028,2.0,1.0,42.0,13.0006,77.6236,1.45,14,1.9,8,2.21,9,1.19,9,1.58,7,14.12,39,2.59,14,1.76,23
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,CaaveEn,1700,3.0,1.0,180.0,12.9766,77.5996,1.17,8,1.66,6,3.35,4,6.64,16,0.74,6,1.92,17,1.33,9,8.44,30
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,NadriNe,1200,2.0,1.0,34.0,13.0206,77.6436,1.03,14,0.26,1,3.55,4,2.87,13,0.53,3,6.05,29,4.48,5,6.34,25
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,Soianal,2700,4.0,1.0,270.0,12.9796,77.6026,3.02,10,2.73,3,1.3,5,3.19,21,0.55,5,7.41,27,0.34,14,7.17,19
Built-up  Area,Ready To Move,Kallumantapa,2 BHK,BSarknd,1100,2.0,2.0,50.0,13.0056,77.6286,2.1,10,2.71,5,0.8,9,4.81,10,0.4,4,6.8,14,1.12,11,9.17,19
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,GrrvaGr,1200,3.0,1.0,72.0,13.0046,77.6276,3.0,5,0.96,1,1.43,11,7.87,10,1.03,6,3.51,26,0.65,5,4.75,28
Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,Dural C,1269.72,2.0,2.0,68.0,13.0026,77.6256,4.88,13,0.49,1,0.97,8,3.76,12,0.38,1,14.93,32,2.3,11,2.74,24
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,SJmesst,1266,2.0,2.0,59.0,12.9876,77.6106,0.56,9,0.39,7,2.97,8,4.03,10,0.11,4,4.98,26,3.32,3,9.23,19
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,Srkha S,1060,2.0,1.0,62.0,12.9936,77.6166,0.85,8,2.55,2,3.85,9,1.36,18,1.46,1,12.55,33,1.28,7,4.87,11
Plot  Area,Ready To Move,Malimakanapura,3 Bedroom,Copust ,1168,3.0,0.0,70.0,13.0136,77.6366,2.95,5,1.79,5,1.41,4,4.65,21,1.71,3,5.61,27,1.81,10,2.42,30
Super built-up  Area,Ready To Move,Medahalli,2 BHK,Sancya ,1552,2.0,1.0,51.0,12.9756,77.5986,0.99,9,1.19,4,1.4,11,5.92,7,0.7,3,1.17,34,1.98,14,6.29,34
Super built-up  Area,18-May,Talaghattapura,3 BHK,Sodgere,1804 - 2273,3.0,0.0,120.0,13.0116,77.6346,3.38,2,1.09,8,2.89,5,5.01,15,1.37,1,3.12,20,0.49,8,1.06,14
Super built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,500,1.0,1.0,17.0,13.0036,77.6266,4.11,10,1.68,1,2.8,8,1.98,23,0.48,2,7.86,34,4.3,14,4.49,26
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,GrrvaGr,1080,2.0,2.0,43.2,13.0186,77.6416,3.69,13,0.89,9,1.86,7,5.0,14,1.74,7,8.23,31,2.07,5,3.59,15
Plot  Area,Ready To Move,Kattigenahalli,4 Bedroom,GrrvaGr,2100,4.0,2.0,155.0,13.0126,77.6356,1.72,5,0.16,9,1.39,9,1.22,9,0.78,3,4.07,22,3.9,6,5.14,12
Super built-up  Area,Ready To Move,Rustam Bagh Layout,2 BHK,Shntsan,1300,2.0,2.0,65.0,12.9776,77.6006,4.22,2,1.3,4,2.03,6,0.84,9,0.74,6,4.46,16,1.78,8,2.03,21
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,SNavenc,920,2.0,2.0,33.0,13.0066,77.6296,2.65,14,2.64,2,2.87,5,1.7,21,1.56,6,11.61,13,3.63,8,6.38,23
Plot  Area,Ready To Move,New Thippasandra,4 Bedroom,GrrvaGr,817,2.0,1.0,120.0,12.9886,77.6116,3.96,13,2.43,7,1.78,11,6.32,18,0.85,7,6.48,28,3.73,10,6.38,17
Built-up  Area,Ready To Move,Harlur,2 BHK,SrEndPo,1310,2.0,1.0,50.0,12.9856,77.6086,4.82,13,2.74,5,3.5,8,7.48,21,1.22,1,14.28,41,1.49,10,7.96,11
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,GrrvaGr,1650,2.0,1.0,75.0,12.9876,77.6106,2.43,10,2.03,2,2.75,10,1.63,16,1.64,7,8.02,39,3.65,14,9.67,25
Super built-up  Area,Ready To Move,Garden Layout,3 BHK,DSidePr,1515,3.0,3.0,93.93,13.0206,77.6436,2.43,3,0.24,6,2.69,10,5.74,12,1.46,4,6.22,28,4.58,7,3.9,16
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar,2 BHK,Prllsan,1157,2.0,1.0,53.8,12.9956,77.6186,1.4,3,1.45,8,2.86,4,6.07,20,1.91,5,7.09,20,0.34,13,5.47,29
